SMILES_RepeatUnit_1,SMILES_Monomer_0,MD,RepeatUnit_1_MFF_GPR,RepeatUnit_1_MFF_Lasso,RepeatUnit_1_MFF_RF,RepeatUnit_1_MFF_SVM,RepeatUnit_1_MFF_DNN,RepeatUnit_1_MFF_CNN,RepeatUnit_1_MF_GPR,RepeatUnit_1_MF_Lasso,RepeatUnit_1_MF_RF,RepeatUnit_1_MF_SVM,RepeatUnit_1_MF_DNN,RepeatUnit_1_MF_CNN,RepeatUnit_1_ME_GPR,RepeatUnit_1_ME_Lasso,RepeatUnit_1_ME_RF,RepeatUnit_1_ME_SVM,RepeatUnit_1_ME_DNN,RepeatUnit_1_ME_CNN,RepeatUnit_1_Descriptor_GPR,RepeatUnit_1_Descriptor_Lasso,RepeatUnit_1_Descriptor_RF,RepeatUnit_1_Descriptor_SVM,RepeatUnit_1_Descriptor_DNN,RepeatUnit_1_Descriptor_CNN,Polymerized_16_ME_GPR,Polymerized_16_ME_Lasso,Polymerized_16_ME_RF,Polymerized_16_ME_SVM,Polymerized_16_ME_DNN,Polymerized_16_ME_CNN,Polymerized_16_Descriptor_GPR,Polymerized_16_Descriptor_Lasso,Polymerized_16_Descriptor_RF,Polymerized_16_Descriptor_SVM,Polymerized_16_Descriptor_DNN,Polymerized_16_Descriptor_CNN,Polymerized_16_MFF_GPR,Polymerized_16_MFF_Lasso,Polymerized_16_MFF_RF,Polymerized_16_MFF_SVM,Polymerized_16_MFF_DNN,Polymerized_16_MFF_CNN,Polymerized_16_MF_GPR,Polymerized_16_MF_Lasso,Polymerized_16_MF_RF,Polymerized_16_MF_SVM,Polymerized_16_MF_DNN,Polymerized_16_MF_CNN,Monomer_0_MFF_GPR,Monomer_0_MFF_Lasso,Monomer_0_MFF_RF,Monomer_0_MFF_SVM,Monomer_0_MFF_DNN,Monomer_0_MFF_CNN,Monomer_0_MF_GPR,Monomer_0_MF_Lasso,Monomer_0_MF_RF,Monomer_0_MF_SVM,Monomer_0_MF_DNN,Monomer_0_MF_CNN,Monomer_0_ME_GPR,Monomer_0_ME_Lasso,Monomer_0_ME_RF,Monomer_0_ME_SVM,Monomer_0_ME_DNN,Monomer_0_ME_CNN,Monomer_0_Descriptor_GPR,Monomer_0_Descriptor_Lasso,Monomer_0_Descriptor_RF,Monomer_0_Descriptor_SVM,Monomer_0_Descriptor_DNN,Monomer_0_Descriptor_CNN,Monomer_0_CNN,RepeartUnit_1_CNN,Monomer_0_RNN,RepeartUnit_1_RNN,GCNN_Monomer,GCNN_RepeatUnit_1,GCNN_Polymerized_16
*c1cc2n(c3c(c2cc1)ccc(c3)C#CC#C*)CCCCCCCCCCCCCCCC,C#Cc3ccc2c1ccc(C#C)cc1n(CCCCCCCCCCCCCCCC)c2c3,68.35869686,66.76,119.16,66.58,112.92,65.48,84.31,127.40,102.43,125.16,102.09,113.28,87.70,56.51,123.23,60.59,85.95,56.76,77.88,70.26,91.76,52.03,84.29,73.76,86.43,27.71,91.23,59.49,85.87,22.56,59.52,67.41,83.67,59.76,89.63,61.12,71.45,53.28,112.27,56.53,99.72,53.92,57.86,110.71,100.41,122.56,104.05,88.98,104.09,67.84,115.60,38.23,113.41,113.61,90.98,123.03,86.46,78.64,68.78,86.04,90.12,51.12,90.49,60.58,70.90,51.09,84.88,109.49,74.34,94.11,74.61,61.49,100.96,97.76,107.98,53.80,65.74,100.70,100.44,92.56
*c1c2c(nccc2)c(cc1)OCc1ccc(cc1)COc1c2ncccc2c(cc1)C*,[Na]Oc2ccc(c1cccnc12)Cc1ccc(c2ncccc12)O[Na].ClCc1ccc(CCl)cc1,200.3538526,138.89,121.97,197.47,133.86,129.95,130.73,116.41,106.14,100.79,105.95,79.49,86.11,150.90,158.46,155.09,181.29,161.86,185.29,218.43,177.56,210.97,163.13,176.09,195.76,165.92,198.17,163.90,198.60,115.91,163.71,195.47,169.49,196.32,164.79,171.90,168.33,141.28,119.11,204.35,139.18,174.46,131.70,106.53,103.21,107.36,104.35,81.31,96.72,128.28,109.33,130.80,101.86,118.89,110.02,64.58,46.72,79.90,37.77,43.23,52.78,179.97,149.10,142.92,171.60,153.51,153.95,147.50,135.72,167.77,107.12,157.65,145.32,142.73,122.78,220.82,225.78,168.86,221.21,144.20
*OC(=O)c1ccc(cc1)C(=O)OCCOCCOCC*,OCCOCCOCCO.COC(=O)c1ccc(cc1)C(=O)OC,36.06576581,-0.93,32.98,30.77,22.52,9.83,15.89,72.88,50.25,78.79,49.63,45.07,69.59,-3.70,30.91,8.67,16.85,-28.84,26.85,-12.19,56.37,28.70,59.24,7.13,0.22,-6.47,44.92,-2.26,34.64,18.92,9.30,-10.43,43.12,32.99,43.62,23.30,-1.39,-6.85,48.01,33.20,25.79,-14.96,22.44,73.89,50.38,83.20,52.01,47.91,64.92,2.37,23.29,37.89,19.76,28.82,20.64,33.07,52.57,62.95,46.30,53.69,24.82,-5.94,32.80,17.54,14.56,2.44,20.67,-12.19,45.55,28.15,38.76,17.43,19.87,17.15,17.74,-2.58,10.79,9.19,15.13,-9.50
*c1c2c(c(s1)*)sc(n2)CCCCCCCCC,CCCCCCCCCc1nc2cScc2S1,56.24069524,52.18,108.89,24.04,104.96,54.41,47.14,-18.29,43.71,59.69,38.28,40.67,41.49,40.96,130.08,47.81,135.45,30.34,73.23,80.40,78.23,40.56,60.83,62.37,79.41,54.43,150.09,57.60,131.57,65.87,35.27,105.98,71.38,40.66,53.71,56.33,56.05,38.84,95.74,23.43,96.24,33.72,36.08,-10.38,43.20,38.70,34.78,31.38,29.84,36.31,65.42,28.14,62.08,30.66,29.40,44.40,35.16,52.22,21.05,31.33,40.75,6.67,23.43,36.96,11.88,4.52,6.43,20.88,10.08,22.40,20.19,15.40,42.38,25.78,90.43,35.08,123.38,2.05,41.91,37.17
*=C=C=C(C(=*)COS(=O)(=O)c1ccc(cc1)C)COS(=O)(=O)c1ccc(cc1)C,Cc1ccc(cc1)S(=O)(=O)OCC#CC#CCOS(=O)(=O)c2ccc(C)cc2,76.80290526,105.08,108.67,81.54,112.78,95.85,98.40,86.15,125.54,79.43,113.30,92.98,74.94,-4.62,156.95,22.68,138.37,110.12,116.65,59.72,130.12,50.23,144.19,94.39,99.30,-17.37,154.17,56.85,121.98,56.19,119.30,-38.39,112.83,22.21,135.93,100.52,76.67,135.00,129.23,82.31,130.73,105.71,96.67,78.00,118.97,64.01,109.70,96.10,87.04,95.89,129.66,59.29,126.73,96.14,156.07,61.89,106.94,79.69,91.47,117.47,95.59,-36.69,141.97,-0.30,139.77,109.56,72.96,-20.61,157.60,38.52,148.49,151.28,142.20,96.52,77.97,54.86,156.98,146.42,3.02,94.29
*Oc1c(cc(cc1)C=CC=Cc1cc(c(cc1)OCCCCCCC*)C)C,c1cc(cc(c1O)C)/C=C/C=C/c2cc(c(cc2)O)C.BrCCCCCCCBr,41.89270134,58.08,82.25,47.13,82.75,71.39,41.71,70.83,20.47,61.71,26.06,56.36,37.84,79.85,52.59,77.13,66.51,65.62,80.65,54.73,78.49,64.79,82.61,45.36,48.57,57.32,52.76,72.28,52.25,53.41,83.15,79.28,74.87,62.35,84.58,60.37,46.95,61.55,94.89,55.69,93.04,74.47,52.29,72.92,25.23,57.88,25.53,38.61,43.18,47.30,98.56,50.39,95.04,67.96,55.27,39.82,64.02,51.69,71.13,59.25,38.51,64.68,18.24,54.05,23.88,47.03,53.37,44.97,102.73,76.75,91.08,102.53,88.68,204.96,52.24,74.80,60.50,41.51,72.67,42.08
*Oc1ccc(cc1)C(=O)OCCCCOC(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*,OCCCCO.ClC(=O)c1ccc(OC(=O)c2ccc(cc2)C(=O)Oc3ccc(cc3)C(=O)Cl)cc1,68.79315579,84.31,112.50,75.52,100.58,74.01,70.37,53.69,69.07,47.79,60.94,70.41,90.26,100.32,127.05,93.80,121.48,83.04,102.34,87.96,112.53,86.53,100.78,80.05,93.50,86.93,97.85,99.91,86.66,69.38,78.96,92.69,92.63,113.77,94.03,75.48,90.92,79.45,84.97,78.59,66.00,66.60,88.55,51.47,70.25,54.42,63.27,41.88,79.83,86.57,107.59,80.95,100.27,65.89,84.40,71.59,58.91,84.63,46.37,69.56,71.56,103.49,116.72,111.33,110.06,90.43,119.51,94.91,111.92,85.22,114.85,93.84,110.90,57.29,113.95,107.82,92.71,107.60,101.57,50.15
*Oc1c(c(ccc1)Oc1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc(cc1)*)C#N,N#Cc2c(Oc1ccc(C(=O)Cl)cc1)cccc2Oc3ccc(C(=O)Cl)cc3.Nc1ccc(Oc2ccc(N)cc2)cc1,160.9324159,214.17,186.12,195.59,193.84,193.22,202.37,230.92,188.78,220.51,191.62,217.68,204.33,236.59,207.04,236.00,214.75,232.62,219.68,210.44,186.18,192.51,186.77,192.58,194.34,236.34,182.06,216.06,188.27,179.20,193.48,211.41,191.94,183.48,186.87,175.77,196.95,220.96,189.57,205.09,180.42,213.17,205.41,223.16,185.76,212.83,185.96,215.03,212.64,228.37,218.02,236.46,215.36,227.46,239.41,249.02,219.23,227.90,209.51,227.36,247.01,247.16,216.65,237.47,204.41,250.31,240.15,267.53,216.56,226.36,202.91,207.45,223.20,220.62,236.70,213.21,178.81,226.36,217.11,168.43
*C1C(=O)N(C(=O)C1*)c1ccc(cc1)COC(C)(C)C,Cc1ccc(cc1)N2C(=O)C=CC2=O,122.5873684,140.20,99.60,196.99,118.49,78.85,128.75,163.42,150.89,195.24,144.11,159.04,152.22,218.09,148.49,147.76,145.21,187.17,179.41,216.71,136.98,152.21,122.24,152.24,155.68,229.49,185.63,172.95,167.30,139.12,172.48,255.49,154.36,153.44,136.86,168.59,173.54,158.06,118.02,195.93,125.73,134.31,146.09,164.15,148.77,206.16,143.16,132.44,172.20,180.51,114.67,203.22,107.15,143.37,162.81,224.03,172.83,218.36,172.57,188.35,182.94,236.70,132.44,228.05,141.37,119.27,224.42,236.59,148.31,200.01,130.62,153.39,159.38,161.93,243.66,149.13,157.43,222.53,166.93,174.58
*c1ccc2n(c3c(c2c1)cc(cc3)C(=O)Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)*)(C)C)C,CC(C)(c1ccc(O)cc1)c2ccc(O)cc2.Cn1c2cc(ccc2c3ccc(cc13)C(=O)Cl)C(=O)Cl,73.83261176,195.62,204.00,155.79,184.22,231.96,196.29,246.86,222.21,218.80,214.98,228.89,205.10,218.99,179.43,161.77,165.92,210.16,213.89,230.23,202.73,255.44,176.32,209.45,230.64,227.80,190.05,169.24,174.79,206.31,186.47,225.73,204.94,272.18,174.81,202.68,221.01,199.34,195.51,164.59,179.42,204.53,184.48,241.75,214.69,219.21,213.07,234.00,198.43,233.58,216.51,184.01,215.82,244.88,212.59,193.13,201.70,179.77,207.96,207.77,200.78,271.10,194.92,190.41,189.23,226.26,223.86,238.60,170.31,227.25,155.01,186.94,200.03,172.17,196.47,193.56,219.89,196.65,244.96,207.55
*/C=C/*,C#C,59.5588378,31.11,81.30,45.21,90.29,54.15,72.52,41.54,73.75,45.62,72.97,41.16,62.57,3.22,71.21,-3.07,84.59,12.37,12.35,26.21,117.84,50.57,77.11,67.04,99.57,9.48,71.90,2.81,74.09,-7.53,-22.53,-15.44,107.24,18.66,102.45,155.33,90.96,38.99,96.15,26.35,104.01,61.01,72.50,26.92,71.19,13.55,71.57,54.51,58.38,21.58,75.38,-16.01,71.97,55.88,40.43,-6.80,30.77,-27.92,33.01,31.03,10.89,7.57,45.26,11.52,54.15,25.18,-25.78,-16.77,2.14,-1.82,43.49,12.92,59.33,17.45,-16.23,29.12,-19.92,-21.01,-30.77,-26.08
*c1ncc(cc1)c1n(c(cc1)c1n(c(cc1)*)C)C,CN1cccc1c1ccc(cn1)c1cccN1C,256.5965094,179.49,162.81,163.75,162.75,198.81,214.24,220.87,204.21,142.58,202.35,289.41,254.22,244.41,190.94,199.79,172.50,219.98,267.76,184.89,184.89,224.85,148.30,178.88,199.33,244.87,246.76,199.43,195.00,159.04,245.19,220.00,176.63,211.06,145.82,184.08,181.26,189.27,154.74,194.96,168.20,173.39,191.27,209.34,198.08,187.35,198.16,223.18,244.66,180.79,109.62,133.26,104.65,154.30,123.68,173.23,123.18,133.09,122.51,121.60,132.97,225.25,218.50,179.64,166.18,143.77,187.76,130.65,98.02,143.35,84.19,82.75,109.71,204.37,136.57,177.95,285.39,150.34,249.55,223.60
*c1ncc(cc1)*,Brc1ncc(Br)cc1,322.0959561,143.94,149.68,175.56,147.89,153.01,165.25,244.33,200.78,307.66,197.32,239.75,216.90,148.65,157.93,172.58,156.81,119.01,169.41,155.46,139.10,147.68,100.29,121.37,145.17,150.09,144.52,185.73,147.19,98.53,153.34,180.28,136.35,151.75,120.24,169.56,138.02,138.46,134.28,160.85,135.76,139.87,144.17,303.06,227.59,254.85,225.40,245.68,267.54,97.50,91.28,102.10,90.29,91.34,98.18,113.25,92.13,114.39,99.01,96.10,82.39,125.13,92.91,124.15,93.15,97.48,123.15,84.00,103.29,102.72,82.98,94.60,79.81,56.48,101.12,107.49,147.54,111.02,179.63,197.22
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)NC(=O)*)cc1,Nc1ccc(N)cc1.ClC(=O)c1ccc2C(=O)N(C(=O)c2c1)c3ccc(Oc4ccc(cc4)N5C(=O)c6ccc(cc6C5=O)C(=O)Cl)cc3,48.20867337,279.87,255.22,280.50,267.75,290.82,268.66,256.09,272.64,256.81,271.56,272.21,251.75,280.38,244.12,258.63,248.80,267.52,278.86,275.50,270.34,270.82,259.63,250.85,276.71,287.72,269.28,260.31,273.84,235.23,261.61,278.12,268.34,263.10,264.39,281.64,274.07,277.44,254.95,274.28,263.91,259.94,271.11,261.76,270.42,257.96,270.88,260.79,276.03,278.31,245.82,264.45,259.00,244.55,264.36,283.50,272.20,257.65,280.77,263.32,257.53,281.95,258.95,272.34,262.76,255.57,261.72,264.62,273.95,267.44,259.80,269.55,267.04,330.03,301.41,278.63,263.17,267.63,285.54,241.97
*N(C(=O)*)CCCCCC,CCCCCCN=C=O,14.34014558,41.64,71.45,36.41,69.86,46.13,36.04,83.15,46.60,81.43,35.00,60.06,47.13,28.88,54.96,17.76,53.90,31.47,36.18,6.30,28.35,-1.81,32.54,23.99,16.98,22.25,108.67,19.86,63.64,51.77,-1.50,25.01,44.45,30.07,45.52,23.62,30.21,24.17,63.44,32.29,61.85,50.36,45.93,77.72,46.82,97.09,36.29,61.21,57.41,18.27,48.99,20.11,46.51,40.43,30.66,103.01,30.97,41.12,14.05,35.51,26.13,-8.23,60.70,29.97,55.88,28.18,-0.43,-40.85,-13.79,-5.08,0.28,-9.00,-5.57,9.53,-21.03,31.08,67.26,47.78,64.80,-9.52
*Nc1cc(ccc1)C#Cc1cc(ccc1)NC(=O)c1c(cc(cc1)C(=O)*)C(=O)O,Nc1cccc(C#Cc2cccc(N)c2)c1.ClC(=O)c1ccc2C(=O)OC(=O)c2c1,187.6187871,208.44,196.85,240.41,207.42,196.93,239.47,253.06,205.52,247.47,217.63,223.78,235.25,255.64,222.99,245.70,208.91,238.01,252.82,238.35,225.20,271.65,212.80,272.05,249.70,257.61,215.07,259.51,207.14,192.05,245.38,222.29,224.58,265.34,209.12,248.43,263.50,226.99,198.73,234.24,205.05,217.42,228.49,257.10,203.43,258.41,207.45,210.58,235.99,281.60,235.35,247.43,242.88,260.44,257.65,291.13,269.50,254.27,276.59,279.67,282.75,296.77,246.34,296.30,240.18,323.82,288.92,316.98,261.83,290.71,244.61,281.55,294.01,288.15,218.85,220.58,237.70,286.38,251.96,221.09
*c1c(cc(c(c1)C*)C)O,Cc1cccc(O)c1.C=O,12.40187977,127.10,121.34,122.82,119.59,120.10,127.24,86.66,119.26,91.43,116.38,106.82,95.92,156.11,117.40,132.54,124.33,119.97,169.24,155.86,129.85,137.34,104.24,141.91,150.11,143.59,116.97,128.57,130.04,123.84,152.96,152.81,138.58,123.49,115.41,159.82,154.76,123.94,122.45,128.99,128.18,118.57,126.66,77.19,117.80,93.26,117.34,122.26,97.21,83.06,84.64,106.41,90.37,102.83,119.78,130.70,145.73,174.62,151.44,140.29,143.67,88.81,84.24,101.29,78.63,94.28,103.39,87.75,119.06,97.83,106.13,134.45,117.40,24.67,120.50,104.02,154.60,24.26,242.79,127.54
*Oc1cc(c(cc1)C(=O)Nc1ccc(cc1)NC(=O)c1c(cc(cc1)*)C(=O)O)C(=O)O,,216.6231471,234.27,230.60,211.05,234.20,228.75,231.76,192.70,224.98,192.74,224.48,223.84,221.59,243.74,240.77,212.81,232.83,263.86,251.51,217.54,217.06,203.88,196.68,248.62,240.49,251.87,235.23,245.56,241.80,238.66,234.44,222.69,225.20,233.59,200.23,241.15,229.94,246.71,233.72,238.67,228.71,231.77,243.05,221.68,248.59,220.35,248.37,242.14,240.93,,,,,,,,,,,,,,,,,,,,,,,,,,243.50,,222.61,,220.47,206.41
*c1nc(nc(n1)Oc1cc(ccc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)NC(=O)c1cc(ccc1)O*)Sc1ccccc1,Nc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)c4cccc(Oc3nc(Oc1cccc(C(=O)O)c1)nc(Sc2ccccc2)n3)c4,184.9515774,232.46,197.42,210.63,200.05,194.16,208.24,224.11,234.94,246.73,219.82,256.76,222.94,246.75,182.70,224.57,198.04,183.47,206.18,214.97,202.60,208.55,197.89,193.09,201.26,253.14,176.95,225.47,182.83,174.21,169.91,222.95,189.64,212.85,190.19,170.26,176.65,229.22,200.67,217.78,198.66,203.52,209.92,228.49,243.50,219.87,229.26,225.72,253.51,230.44,188.67,220.56,191.39,231.70,217.18,223.03,224.24,215.56,222.65,212.26,229.81,212.85,135.13,228.18,135.46,174.53,199.43,239.73,194.87,232.99,197.38,179.36,201.78,234.67,250.55,226.84,231.76,215.95,272.17,123.85
*=C1c2c(C(=O)O1)cc(cc2)c1cc2c(C(=O)OC2=Nc2cc(ccc2)Oc2cc(ccc2)Oc2cc(ccc2)N=*)cc1,Nc1cccc(Oc2cccc(Oc3cccc(N)c3)c2)c1.O=C1OC(=O)c2cc(ccc12)c3ccc4C(=O)OC(=O)c4c3,193.7356518,233.53,140.18,247.39,155.93,133.83,200.70,171.41,217.21,157.04,198.45,228.76,161.56,187.38,155.21,249.85,160.99,181.49,240.84,190.64,225.71,216.91,198.77,242.98,250.51,193.70,204.90,232.48,210.57,81.20,220.23,187.23,200.63,212.94,190.63,215.62,218.49,265.24,189.06,252.80,197.40,206.06,208.00,186.07,207.11,170.27,191.21,205.17,155.76,218.79,209.41,245.71,215.75,229.44,247.55,221.02,247.55,238.76,246.79,245.87,253.95,226.82,222.02,247.81,227.88,251.73,256.68,216.82,246.07,242.10,235.95,251.54,264.02,200.92,241.83,225.84,235.47,229.08,133.77,202.13
*Nc1c(cc(cc1)*)CC,Nc1ccccc1CC,162.1855704,142.76,143.24,157.65,147.20,122.47,141.62,137.21,163.76,145.18,168.26,119.64,153.58,127.74,142.48,136.00,146.01,113.73,162.69,138.07,117.23,124.35,96.76,137.11,143.31,112.73,125.51,115.69,113.98,99.84,146.19,79.15,111.89,112.31,102.01,113.60,122.05,107.90,129.57,147.32,131.01,106.13,111.05,156.36,158.88,179.87,163.91,153.59,159.92,141.21,131.16,85.10,128.90,132.24,132.43,142.02,187.95,166.07,177.45,183.75,161.73,149.51,139.30,86.05,135.96,146.62,162.02,163.16,112.36,113.44,99.10,115.71,127.67,59.30,122.29,112.83,148.86,162.97,155.22,186.76
*OC(=O)NCCCCCCNC(=O)OCCN(CC*)c1ccc(cc1)N=Nc1ccc(cc1)C,Cc(cc1)ccc1N=Nc(cc2)ccc2N(CCO)CCO.O=C=NCCCCCCN=C=O,24.09354398,54.30,26.11,66.82,38.28,70.05,67.69,79.91,9.68,42.04,17.09,34.24,33.22,67.41,45.25,72.71,58.39,59.98,73.69,27.80,78.91,70.84,98.73,56.78,65.45,67.89,34.08,72.30,44.33,43.14,44.24,43.58,75.81,82.25,96.63,60.37,61.53,48.40,34.64,71.50,42.95,54.54,59.65,81.16,12.39,43.62,18.84,39.26,45.03,39.84,36.34,51.39,43.38,79.36,50.37,50.54,67.17,49.03,62.05,60.57,73.14,74.21,49.43,78.97,62.90,71.99,59.54,65.83,54.85,58.90,68.72,39.70,68.26,98.06,105.88,86.89,66.30,97.72,74.83,40.07
*c1nc2c([nH]1)ccc(c2)c1ccc2c(nc([nH]2)c2ccc(cc2)*)c1,Nc1ccc(cc1N)c2ccc(N)c(N)c2.O=C(Oc1ccccc1)c2ccc(cc2)C(=O)Oc3ccccc3,423.6341908,346.31,243.16,335.40,243.30,312.53,292.22,366.57,253.74,355.98,248.18,324.28,301.48,381.91,283.23,340.84,274.86,383.10,334.40,390.88,258.64,377.79,217.89,317.18,339.04,386.89,272.00,357.62,266.40,314.50,337.96,398.23,272.18,376.11,231.68,313.85,328.00,354.18,238.95,339.48,237.02,312.74,261.37,370.07,253.31,352.32,248.12,298.70,307.38,309.33,324.83,354.14,348.79,289.91,314.71,297.36,277.64,345.51,249.59,267.35,269.83,337.89,335.97,309.59,341.55,352.56,327.02,342.11,308.12,340.09,289.26,321.59,327.20,342.59,293.07,252.36,350.85,352.37,372.03,307.88
*c1ncc(cc1)C(=O)OC(=O)COc1ccc(cc1)OCC(=O)OC(=O)*,OC(=O)COc1ccc(OCC(=O)O)cc1.ClC(=O)c1ccc(nc1)C(=O)Cl,155.9709567,95.90,124.00,73.72,113.97,130.99,86.18,121.23,175.75,100.46,170.27,196.73,119.57,100.10,86.54,74.68,56.67,103.73,102.21,54.34,118.79,114.96,107.29,68.97,88.65,65.50,77.93,73.78,66.19,88.05,90.22,68.49,87.39,112.91,87.81,62.88,66.38,91.03,98.89,73.31,90.08,77.60,95.03,107.90,174.01,121.66,169.13,182.36,149.79,106.58,110.35,118.57,108.68,114.21,134.35,90.67,106.45,120.98,111.63,107.76,123.74,97.46,117.75,116.55,116.92,108.43,139.07,85.45,98.49,100.94,97.87,72.30,77.42,160.93,93.26,99.42,91.74,119.19,136.49,56.10
*C(C*)C(=O)OCCN(S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C,CN(CCOC(=O)C=C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-148.0297376,21.49,47.11,3.09,53.50,24.40,8.34,-44.22,8.05,-41.50,4.59,-9.51,23.98,47.80,25.08,56.72,55.48,31.84,30.35,-44.46,-8.87,44.01,2.38,19.46,6.57,49.98,4.25,61.78,-7.30,49.75,-2.97,-30.24,-7.21,6.60,-8.06,-23.13,0.83,33.81,55.87,35.90,58.41,79.09,25.72,-34.81,9.85,-27.93,4.03,-3.74,15.18,-10.45,9.11,2.35,-12.26,-11.25,-16.27,-50.02,0.01,-5.66,-8.30,7.77,-36.09,36.67,-25.94,40.77,-28.59,48.86,26.05,-2.44,0.16,24.43,-14.40,5.58,1.85,22.56,39.69,119.09,62.54,-1.27,8.45,15.99
*OC(=O)c1cc(ccc1)C(=O)OCC1C(C1)C*,OCC1CC1CO.OC(=O)c1cccc(c1)C(=O)O,10.23490017,97.17,78.15,70.66,77.39,84.38,87.52,78.30,108.47,94.83,111.32,121.77,117.91,111.13,92.42,92.48,76.54,76.33,130.58,62.01,111.22,94.48,103.72,109.74,101.40,77.26,76.95,85.59,68.74,62.88,132.78,65.05,90.66,96.44,90.05,93.25,79.56,90.43,74.77,85.04,77.17,81.33,82.51,88.56,113.36,101.52,111.49,110.11,127.12,91.58,103.45,82.18,105.91,86.70,81.01,86.74,97.82,95.18,99.61,83.62,95.88,107.54,96.05,86.69,94.31,95.07,111.87,62.85,109.51,95.60,102.03,125.05,114.10,48.15,67.88,97.59,74.42,84.59,98.50,65.00
*NC(C(=O)*)C(C)C,C1(NC(=O)OC1(=O))C(C)C,153.0278775,105.90,119.81,89.51,125.72,112.11,111.28,99.84,131.63,75.33,134.19,116.40,140.92,79.79,104.12,104.28,96.36,97.39,111.65,104.40,67.29,100.60,53.43,94.74,104.87,73.98,112.98,94.88,107.82,44.15,90.18,113.38,59.38,121.61,59.80,58.51,93.50,95.17,106.94,85.90,112.67,121.73,96.07,97.96,130.98,97.21,129.82,99.87,126.34,94.14,93.35,26.81,78.62,91.50,100.30,90.61,108.16,23.67,104.82,115.51,103.72,82.51,126.18,72.17,105.62,143.00,80.73,76.16,50.56,70.22,53.18,62.98,72.33,54.49,34.60,134.81,125.20,71.55,85.75,109.46
*C(C*)(C(=O)OCC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F,C=C(F)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-98.70472035,38.87,55.31,54.59,65.12,36.28,22.51,76.88,56.32,78.84,54.01,51.44,51.40,37.06,36.58,24.21,30.37,26.62,12.20,50.04,23.75,5.14,22.85,22.19,27.22,63.13,57.58,22.86,53.07,42.73,-0.91,31.38,40.34,44.27,27.55,20.51,29.57,29.56,44.14,51.12,54.10,58.44,41.35,73.85,59.54,80.14,57.36,58.66,47.10,32.62,34.88,49.21,13.68,31.58,17.28,63.39,53.74,68.33,42.65,56.16,34.24,60.88,5.92,18.07,-4.36,33.67,26.68,71.11,-43.28,13.57,-12.72,-9.07,4.85,59.03,26.87,62.40,33.96,57.84,60.04,44.64
*C(*)C(=O)OC(C)(C)C,CC(C)(C)OC(=O)C=CC(=O)OC(C)(C)C,12.73837737,46.60,69.90,87.26,73.45,43.55,61.55,56.65,62.68,80.25,60.20,43.42,37.22,70.62,92.78,78.37,105.08,75.13,104.28,91.18,51.80,56.57,26.24,46.56,59.23,93.21,130.46,82.74,119.00,68.86,116.87,104.16,59.65,65.16,49.69,40.55,84.97,67.28,83.09,76.59,79.35,74.51,63.54,45.11,55.91,70.31,53.53,28.70,30.15,62.24,50.80,31.33,50.08,64.03,54.47,86.01,50.21,48.29,49.11,54.74,81.55,84.43,63.86,74.25,74.20,53.73,76.72,55.89,36.85,51.26,22.82,17.08,32.03,78.38,93.62,93.35,126.30,126.82,110.38,92.95
*OC(=O)c1c(cccc1)c1c(cccc1)C(=O)OCCCC*,OCCCCO.COC(=O)c1ccccc1c2ccccc2C(=O)OC,71.34273106,61.31,64.20,75.19,66.29,34.22,46.26,69.13,59.08,70.69,60.53,61.06,54.48,55.60,68.20,85.05,55.65,61.94,92.97,81.58,120.81,78.99,115.94,81.19,92.12,57.38,83.89,80.28,76.71,41.10,69.46,72.65,116.77,68.44,103.26,87.05,71.38,69.71,80.30,69.02,73.17,75.07,43.05,59.24,68.03,81.91,63.71,49.02,67.16,59.66,51.17,65.20,45.67,48.03,46.56,35.82,42.26,77.33,39.98,42.67,41.18,69.52,74.37,74.99,58.47,76.56,81.27,71.68,103.52,66.87,94.79,84.46,80.88,94.35,53.10,51.24,70.72,48.86,48.73,35.48
